clientId,flancerId,rating,projectSkills,projectType
CL413,FL4705,5,"['figma', 'data-entry', 'css']",Developing a scalable e-commerce platform with integrated payment gateways.
CL816,FL884,3,"['deep-learning', 'live-chat-support', 'node', 'crm', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.
CL1766,FL4284,4,"['financial-analysis', 'azure', 'ui-ux', 'civil-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1523,FL4002,3,"['customer-support', 'photoshop', 'java', 'creative-writing', 'ppc']",Implementing CI/CD pipelines for enterprise web applications.
CL1893,FL9455,5,"['branding', 'flask', 'photoshop', 'email-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1685,FL8083,3,"['grant-writing', 'smm', 'pytorch', 'customer-support']",Migrating legacy systems to AWS cloud infrastructure.
CL628,FL2874,3,"['sql', 'c++', 'solidworks', 'translation', 'swift']",Implementing CI/CD pipelines for enterprise web applications.
CL1260,FL3320,5,"['live-chat-support', 'linux', 'spark', 'keras']",Implementing CI/CD pipelines for enterprise web applications.
CL1641,FL4479,4,"['financial-analysis', 'video-editing']",Migrating legacy systems to AWS cloud infrastructure.
CL72,FL165,3,"['crm', 'crm-support']",Migrating legacy systems to AWS cloud infrastructure.
CL785,FL3694,4,"['keras', 'indesign']",Designing RESTful APIs and microservices for SaaS solutions.
CL1944,FL3791,3,"['market-research', 'photoshop', 'calendar-management', 'php']",Building a secure mobile banking app for Android and iOS.
CL816,FL5599,4,"['resume-writing', 'editing', 'logo-design', 'etl']",Building a secure mobile banking app for Android and iOS.
CL1061,FL8864,4,"['logo-design', '3d-modeling']",Implementing CI/CD pipelines for enterprise web applications.
CL440,FL619,1,"['data-annotation', 'mechanical-engineering', 'email-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL278,FL985,3,"['content-marketing', 'c#', 'ppc', 'prompt-engineering', 'resume-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1368,FL5538,3,"['animation', 'keras']",Building a secure mobile banking app for Android and iOS.
CL1744,FL5779,2,"['smm', 'angular', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.
CL1623,FL3144,5,"['java', 'flask', 'angular']",Migrating legacy systems to AWS cloud infrastructure.
CL1173,FL1056,3,"['ruby', 'docker', 'storyboarding', 'sql']",Building a secure mobile banking app for Android and iOS.
CL816,FL7220,3,"['virtual-assistant', 'bim', 'css', 'photoshop', '3d-rendering']",Implementing CI/CD pipelines for enterprise web applications.
CL1316,FL3323,2,"['speech-recognition', 'crm-support', 'animation', 'data-annotation', 'gcp']",Developing a scalable e-commerce platform with integrated payment gateways.
CL887,FL2900,5,"['azure', 'nlp']",Designing RESTful APIs and microservices for SaaS solutions.
CL314,FL3530,3,"['live-chat-support', 'virtual-assistant', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL1941,FL5820,5,"['photoshop', '3d-rendering', 'logo-design']",Designing RESTful APIs and microservices for SaaS solutions.
CL563,FL6603,5,"['solidworks', 'revit', 'excel', 'lead-generation']",Migrating legacy systems to AWS cloud infrastructure.
CL1929,FL4802,1,"['solidworks', 'rust', 'html']",Designing RESTful APIs and microservices for SaaS solutions.
CL167,FL9028,4,"['deep-learning', 'typescript', 'branding', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1821,FL803,3,"['localization', 'customer-support', 'animation', 'crm-support']",Designing RESTful APIs and microservices for SaaS solutions.
CL929,FL395,4,"['translation', 'adobe-xd']",Developing a scalable e-commerce platform with integrated payment gateways.
CL992,FL4759,3,"['localization', 'spark', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1504,FL1193,4,"['node', 'quickbooks', 'translation', 'tax-preparation', 'react']",Building a secure mobile banking app for Android and iOS.
CL251,FL268,1,"['autocad', 'linux', 'css']",Building a secure mobile banking app for Android and iOS.
CL595,FL7708,2,"['go', 'machine-learning', 'civil-engineering', 'linux', 'chatbot']",Implementing CI/CD pipelines for enterprise web applications.
CL1021,FL8454,4,"['quickbooks', 'financial-analysis', 'tax-preparation', 'keras', 'cv']",Designing RESTful APIs and microservices for SaaS solutions.
CL1036,FL8458,1,"['aws', 'angular', 'market-research']",Implementing CI/CD pipelines for enterprise web applications.
CL104,FL2353,1,"['proofreading', 'cv', 'solidworks', 'python', 'localization']",Building a secure mobile banking app for Android and iOS.
CL1736,FL3878,1,"['financial-analysis', 'smm', 'flask', 'live-chat-support', 'market-research']",Developing a scalable e-commerce platform with integrated payment gateways.
CL821,FL2757,1,"['nlp', '3d-rendering', 'adobe-xd']",Developing a scalable e-commerce platform with integrated payment gateways.
CL792,FL8691,4,"['smm', 'bash', 'calendar-management', 'spark', 'photoshop']",Designing RESTful APIs and microservices for SaaS solutions.
CL765,FL6170,5,"['node', 'llm', 'excel', 'branding']",Building a secure mobile banking app for Android and iOS.
CL83,FL1550,3,"['keras', 'react']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1647,FL4494,5,"['bim', 'animation', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL653,FL5775,5,"['php', 'logo-design', 'java', 'payroll']",Migrating legacy systems to AWS cloud infrastructure.
CL614,FL8822,1,"['ui-ux', 'data-annotation']",Implementing CI/CD pipelines for enterprise web applications.
CL854,FL270,5,"['speech-recognition', 'azure', 'resume-writing', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.
CL1183,FL7833,2,"['flask', 'node']",Migrating legacy systems to AWS cloud infrastructure.
CL1074,FL4365,1,"['html', 'excel', 'c++', 'localization', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.
CL391,FL6945,2,"['ppc', 'resume-writing', 'tax-preparation', 'animation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL841,FL2001,5,"['market-research', 'affiliate-marketing', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL425,FL8367,2,"['node', 'live-chat-support', 'llm', 'ocr']",Designing RESTful APIs and microservices for SaaS solutions.
CL942,FL5711,5,"['ruby', 'go', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL992,FL5842,2,"['proofreading', 'video-editing', 'c#']",Migrating legacy systems to AWS cloud infrastructure.
CL1929,FL6069,4,"['docker', 'angular', 'etl', 'autocad']",Building a secure mobile banking app for Android and iOS.
CL715,FL6964,4,"['pytorch', 'crm', 'editing', 'grant-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1677,FL4622,1,"['autocad', 'kubernetes', 'linux']",Building a secure mobile banking app for Android and iOS.
CL710,FL8702,2,"['market-research', 'ruby', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.
CL1696,FL7260,5,"['branding', 'bim', 'financial-analysis', 'translation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1518,FL4015,5,"['bash', 'rust', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.
CL463,FL166,3,"['ruby', 'adobe-xd']",Migrating legacy systems to AWS cloud infrastructure.
CL1470,FL6664,1,"['python', 'resume-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL1976,FL4140,4,"['solidworks', 'translation', 'node']",Designing RESTful APIs and microservices for SaaS solutions.
CL1333,FL8054,1,"['sql', 'python', 'llm', 'aws']",Migrating legacy systems to AWS cloud infrastructure.
CL1336,FL5638,4,"['azure', 'editing', 'c++']",Designing RESTful APIs and microservices for SaaS solutions.
CL1807,FL6479,2,"['data-annotation', 'smm']",Migrating legacy systems to AWS cloud infrastructure.
CL1919,FL7171,5,"['live-chat-support', 'chatbot']",Building a secure mobile banking app for Android and iOS.
CL1235,FL1760,2,"['market-research', 'ppc', 'php', 'data-annotation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1743,FL7210,4,"['editing', 'swift', 'ocr', 'rust', 'gcp']",Designing RESTful APIs and microservices for SaaS solutions.
CL1328,FL5069,3,"['typescript', 'tax-preparation', 'node']",Building a secure mobile banking app for Android and iOS.
CL1163,FL2985,4,"['crm', 'llm', 'email-marketing']",Migrating legacy systems to AWS cloud infrastructure.
CL1056,FL3466,1,"['autocad', 'python']",Building a secure mobile banking app for Android and iOS.
CL379,FL6962,2,"['copywriting', 'gcp', 'react', 'revit', 'sql']",Migrating legacy systems to AWS cloud infrastructure.
CL915,FL9314,3,"['bim', 'storyboarding', 'nosql', 'photoshop']",Building a secure mobile banking app for Android and iOS.
CL1419,FL9262,3,"['etl', 'nlp']",Migrating legacy systems to AWS cloud infrastructure.
CL328,FL5854,5,"['kubernetes', 'proofreading', 'php', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.
CL453,FL8794,5,"['aws', 'sql', 'machine-learning']",Migrating legacy systems to AWS cloud infrastructure.
CL766,FL2720,5,"['pytorch', 'machine-learning', 'tax-preparation', 'adobe-xd']",Training deep learning models for medical image classification.
CL1442,FL8747,1,"['seo', 'animation']",Building a secure mobile banking app for Android and iOS.
CL1698,FL9082,3,"['nlp', 'bash', 'adobe-xd']",Implementing AI-driven recommendation engines for e-commerce.
CL1750,FL7610,1,"['cv', 'calendar-management', 'photoshop', 'pytorch']",Designing RESTful APIs and microservices for SaaS solutions.
CL1841,FL2552,4,"['civil-engineering', 'tax-preparation', 'ui-ux', 'creative-writing', 'machine-learning']",Designing RESTful APIs and microservices for SaaS solutions.
CL1155,FL812,4,"['grant-writing', 'data-annotation', 'bash']",Developing a scalable e-commerce platform with integrated payment gateways.
CL522,FL3370,4,"['ui-ux', 'storyboarding', 'chatbot']",Developing a scalable e-commerce platform with integrated payment gateways.
CL706,FL3777,1,"['machine-learning', 'bim']",Developing a scalable e-commerce platform with integrated payment gateways.
CL588,FL9576,3,"['creative-writing', 'technical-writing', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL1826,FL7772,3,"['excel', 'crm-support', 'node', 'python', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.
CL243,FL2165,3,"['java', 'ppc', 'localization', 'seo', 'video-editing']",Migrating legacy systems to AWS cloud infrastructure.
CL949,FL1708,3,"['php', 'docker', '3d-rendering', 'rust']",Designing RESTful APIs and microservices for SaaS solutions.
CL318,FL6556,4,"['grant-writing', 'virtual-assistant', 'civil-engineering']",Building a secure mobile banking app for Android and iOS.
CL1260,FL7689,5,"['financial-analysis', 'ruby', 'css']",Developing a scalable e-commerce platform with integrated payment gateways.
CL69,FL2660,4,"['email-marketing', 'sql']",Implementing CI/CD pipelines for enterprise web applications.
CL899,FL1129,2,"['linux', 'live-chat-support', 'php']",Migrating legacy systems to AWS cloud infrastructure.
CL1671,FL6469,3,"['3d-rendering', 'prompt-engineering', 'storyboarding', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.
CL1795,FL7071,1,"['financial-analysis', 'technical-writing', 'linux']",Migrating legacy systems to AWS cloud infrastructure.
CL1141,FL2768,1,"['python', 'branding', 'localization']",Designing RESTful APIs and microservices for SaaS solutions.
CL1992,FL5666,3,"['branding', 'localization', 'speech-recognition', 'php', 'live-chat-support']",Building a secure mobile banking app for Android and iOS.
CL771,FL2946,4,"['autocad', 'css', 'nosql', 'devops']",Migrating legacy systems to AWS cloud infrastructure.
CL1874,FL1140,2,"['adobe-xd', 'mechanical-engineering', 'order-processing', 'branding', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.
CL677,FL6805,3,"['solidworks', 'ruby', 'node', 'linux', 'javascript']",Developing a scalable e-commerce platform with integrated payment gateways.
CL773,FL6448,2,"['bim', 'indesign']",Designing RESTful APIs and microservices for SaaS solutions.
CL1648,FL9469,3,"['pytorch', 'tensorflow', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.
CL1960,FL5597,4,"['nosql', 'css', 'nlp']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1873,FL619,3,"['mechanical-engineering', 'email-marketing', 'data-annotation']",Migrating legacy systems to AWS cloud infrastructure.
CL780,FL7700,4,"['bim', 'azure', 'nosql', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL202,FL1450,4,"['rust', 'sql', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL94,FL8404,3,"['node', 'crm', 'live-chat-support']",Designing RESTful APIs and microservices for SaaS solutions.
CL1134,FL3738,4,"['devops', 'chatbot', 'bash', 'quickbooks', 'content-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1167,FL4491,4,"['autocad', 'virtual-assistant', 'php', 'translation', '3d-modeling']",Migrating legacy systems to AWS cloud infrastructure.
CL345,FL6005,2,"['cv', 'payroll', 'logo-design']",Building a secure mobile banking app for Android and iOS.
CL1878,FL2258,1,"['azure', 'market-research']",Designing RESTful APIs and microservices for SaaS solutions.
CL1936,FL2655,2,"['tax-preparation', 'animation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL140,FL5182,4,"['content-marketing', 'autocad']",Migrating legacy systems to AWS cloud infrastructure.
CL765,FL681,1,"['solidworks', 'ui-ux', 'grant-writing', 'email-marketing', 'lead-generation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL35,FL5269,1,"['technical-writing', 'react', 'tensorflow', 'java']",Designing RESTful APIs and microservices for SaaS solutions.
CL1881,FL2049,5,"['devops', 'typescript', 'illustrator']",Developing a scalable e-commerce platform with integrated payment gateways.
CL517,FL2564,4,"['ocr', 'order-processing', 'live-chat-support']",Building a secure mobile banking app for Android and iOS.
CL941,FL7737,1,"['react', 'figma', 'blog-writing']",Designing RESTful APIs and microservices for SaaS solutions.
