flancerId,skills,favouriteProject,rating,experience
FL211,"['market-research', 'affiliate-marketing', 'kubernetes', 'css', 'smm', 'sql', 'ui-ux']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,5
FL212,"['keras', 'civil-engineering', 'copywriting']",Training deep learning models for medical image classification.,5.0,5
FL213,"['branding', 'deep-learning', 'indesign', 'video-editing', 'ui-ux']",Designing RESTful APIs and microservices for SaaS solutions.,4.9,1
FL214,"['javascript', 'data-annotation', 'flask', 'resume-writing', 'payroll']",Implementing CI/CD pipelines for enterprise web applications.,4.7,9
FL215,"['bim', 'financial-analysis', 'calendar-management', 'kubernetes', 'data-annotation']",Developing a scalable e-commerce platform with integrated payment gateways.,4.0,4
FL216,"['ocr', 'quickbooks', 'revit', 'financial-analysis', 'animation']",Migrating legacy systems to AWS cloud infrastructure.,4.7,2
FL217,"['resume-writing', 'photoshop', 'excel', 'data-annotation', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.,3.7,2
FL218,"['creative-writing', 'adobe-xd', 'c++', 'ocr', 'etl', 'ruby']",Building a secure mobile banking app for Android and iOS.,4.0,15
FL219,"['swift', 'gcp', 'kubernetes', 'react']",Building a secure mobile banking app for Android and iOS.,3.9,3
FL220,"['technical-writing', 'editing', 'go', 'financial-analysis', 'ui-ux', 'live-chat-support', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.,4.3,12
FL221,"['linux', 'etl', 'autocad', 'live-chat-support']",Migrating legacy systems to AWS cloud infrastructure.,5.0,14
FL222,"['video-editing', 'adobe-xd', 'payroll']",Migrating legacy systems to AWS cloud infrastructure.,2.9,14
FL223,"['deep-learning', 'smm', 'angular', 'translation', 'tensorflow', 'ocr', 'market-research']",Migrating legacy systems to AWS cloud infrastructure.,4.7,11
FL224,"['copywriting', 'ppc', 'deep-learning', 'photoshop', 'affiliate-marketing', 'editing', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.,3.1,6
FL225,"['gcp', 'pytorch', 'html', 'excel', 'lead-generation', 'branding', 'blog-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,3.9,3
FL226,"['node', 'linux', 'cv', 'smm', 'creative-writing']",Migrating legacy systems to AWS cloud infrastructure.,5.0,13
FL227,"['swift', 'smm', 'illustrator']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,13
FL228,"['animation', 'affiliate-marketing', 'branding']",Migrating legacy systems to AWS cloud infrastructure.,3.4,12
FL229,"['branding', 'swift', 'c#']",Building a secure mobile banking app for Android and iOS.,3.7,3
FL230,"['docker', 'gcp', 'go', 'deep-learning', 'market-research']",Migrating legacy systems to AWS cloud infrastructure.,4.7,15
FL231,"['crm-support', 'python', 'node', 'c++', 'pytorch', 'ruby']",Migrating legacy systems to AWS cloud infrastructure.,3.7,13
FL232,"['deep-learning', 'tensorflow', 'prompt-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,1
FL233,"['logo-design', 'bookkeeping', 'live-chat-support', 'email-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,3
FL234,"['customer-support', 'translation', 'c++', 'order-processing', 'creative-writing', 'localization']",Migrating legacy systems to AWS cloud infrastructure.,3.7,4
FL235,"['storyboarding', 'python', 'crm-support', 'figma', 'tensorflow']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,13
FL236,"['tax-preparation', 'node', 'editing', 'adobe-xd']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,0
FL237,"['market-research', 'rust', 'bookkeeping', 'indesign', 'branding', 'pytorch']",Developing a scalable e-commerce platform with integrated payment gateways.,2.8,11
FL238,"['illustrator', 'tensorflow', '3d-rendering']",Creating a generative AI-powered chatbot for customer support.,4.3,10
FL239,"['rust', 'figma', 'technical-writing', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.,3.7,14
FL240,"['order-processing', 'etl', 'gcp', 'javascript', 'mechanical-engineering', 'email-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.8,9
FL241,"['rust', 'typescript', 'speech-recognition', 'ocr']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,12
FL242,"['market-research', 'pytorch', 'go', 'excel', 'spark', 'deep-learning', 'figma']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,10
FL243,"['aws', 'branding', 'seo', '3d-modeling', 'copywriting']",Implementing CI/CD pipelines for enterprise web applications.,4.6,10
FL244,"['content-marketing', 'autocad', 'branding', 'proofreading']",Building a secure mobile banking app for Android and iOS.,4.8,2
FL245,"['node', 'seo', 'calendar-management', 'etl', 'technical-writing', 'llm']",Building a secure mobile banking app for Android and iOS.,3.4,3
FL246,"['chatbot', 'financial-analysis', 'llm']",Building a secure mobile banking app for Android and iOS.,4.0,14
FL247,"['mechanical-engineering', 'storyboarding', 'bash', 'autocad', 'copywriting', 'illustrator', 'smm']",Developing a scalable e-commerce platform with integrated payment gateways.,3.9,11
FL248,"['seo', 'machine-learning', 'bookkeeping', 'css', 'react', 'tax-preparation', '3d-modeling']",Building a secure mobile banking app for Android and iOS.,3.7,5
FL249,"['docker', 'calendar-management', 'payroll']",Implementing CI/CD pipelines for enterprise web applications.,5.0,1
FL250,"['javascript', 'tensorflow', 'excel', 'adobe-xd']",Building a secure mobile banking app for Android and iOS.,4.5,12
FL251,"['go', 'calendar-management', 'kubernetes', 'payroll', 'smm', 'branding', 'copywriting']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,4
FL252,"['adobe-xd', 'animation', 'speech-recognition', 'quickbooks', 'machine-learning', 'keras', 'nosql']",Developing a scalable e-commerce platform with integrated payment gateways.,4.8,5
FL253,"['proofreading', 'indesign', 'resume-writing', 'aws', 'nlp', 'civil-engineering']",Implementing CI/CD pipelines for enterprise web applications.,5.0,6
FL254,"['deep-learning', 'autocad', 'crm', 'typescript', 'aws', 'gcp', 'react']",Implementing CI/CD pipelines for enterprise web applications.,4.9,5
FL255,"['django', 'solidworks', 'speech-recognition', 'tax-preparation', 'illustrator', 'civil-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.,3.1,9
FL256,"['linux', 'mechanical-engineering', 'civil-engineering', 'revit', 'bookkeeping']",Migrating legacy systems to AWS cloud infrastructure.,3.9,11
FL257,"['swift', 'aws', 'typescript', 'gcp', 'tensorflow', 'content-marketing', 'c#']",Building a secure mobile banking app for Android and iOS.,5.0,11
FL258,"['blog-writing', 'azure', 'crm-support', 'django', 'javascript', 'ocr']",Implementing CI/CD pipelines for enterprise web applications.,3.7,15
FL259,"['video-editing', 'localization', 'react', 'azure', 'speech-recognition', 'excel', 'smm']",Implementing CI/CD pipelines for enterprise web applications.,4.5,11
FL260,"['blog-writing', 'bookkeeping', 'virtual-assistant', 'etl']",Migrating legacy systems to AWS cloud infrastructure.,4.7,13
FL261,"['css', 'aws', 'proofreading', 'kubernetes', 'prompt-engineering', 'bash', 'linux']",Building a secure mobile banking app for Android and iOS.,3.6,7
FL262,"['proofreading', 'deep-learning', 'node', 'pytorch', 'typescript']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,8
FL263,"['order-processing', 'prompt-engineering', 'crm-support', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.,1.9,5
FL264,"['data-entry', 'kubernetes', 'bash', 'financial-analysis', 'live-chat-support', 'bim', 'calendar-management']",Building a secure mobile banking app for Android and iOS.,3.5,1
FL265,"['node', 'rust', 'excel']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,8
FL266,"['localization', 'logo-design', 'live-chat-support', 'bookkeeping']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,15
FL267,"['llm', 'excel', 'prompt-engineering', 'lead-generation', 'keras', 'solidworks', '3d-modeling']",Building a secure mobile banking app for Android and iOS.,5.0,14
FL268,"['autocad', 'css', 'linux']",Implementing CI/CD pipelines for enterprise web applications.,3.2,13
FL269,"['ppc', 'php', 'ui-ux', 'calendar-management', 'docker', 'speech-recognition']",Building a secure mobile banking app for Android and iOS.,3.9,11
FL270,"['azure', 'branding', 'creative-writing', 'resume-writing', 'sql', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.,4.3,14
FL271,"['cv', 'smm', 'keras']",Migrating legacy systems to AWS cloud infrastructure.,5.0,3
FL272,"['llm', 'indesign', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.,3.2,7
FL273,"['chatbot', 'localization', 'bim', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.,5.0,5
FL274,"['creative-writing', 'ppc', 'content-marketing', 'ocr', 'c++', 'django']",Implementing CI/CD pipelines for enterprise web applications.,4.2,14
FL275,"['ruby', 'data-entry', 'figma', 'html']",Developing a scalable e-commerce platform with integrated payment gateways.,3.5,9
FL276,"['customer-support', 'quickbooks', 'payroll', 'market-research', 'deep-learning', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.,4.5,3
FL277,"['gcp', 'nlp', '3d-rendering', 'adobe-xd', '3d-modeling', 'rust']",Implementing CI/CD pipelines for enterprise web applications.,4.3,1
FL278,"['resume-writing', 'spark', 'adobe-xd', 'blog-writing', 'deep-learning', 'react', 'indesign']",Designing RESTful APIs and microservices for SaaS solutions.,3.8,14
FL279,"['machine-learning', 'live-chat-support', 'solidworks', 'crm-support', 'aws', 'azure', 'flask']",Implementing CI/CD pipelines for enterprise web applications.,4.2,11
FL280,"['resume-writing', 'adobe-xd', 'docker', 'typescript', 'calendar-management']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,12
FL281,"['rust', 'go', 'gcp', 'mechanical-engineering', 'data-annotation', 'market-research', 'proofreading']",Implementing CI/CD pipelines for enterprise web applications.,4.3,4
FL282,"['creative-writing', 'gcp', 'chatbot', 'crm-support', 'speech-recognition', 'linux', 'animation']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,9
FL283,"['ui-ux', 'affiliate-marketing', 'creative-writing', 'translation', 'crm', 'civil-engineering', 'grant-writing']",Building a secure mobile banking app for Android and iOS.,5.0,15
FL284,"['branding', 'data-annotation', 'payroll']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,13
FL285,"['ocr', 'bim', 'autocad', 'order-processing', 'c#', 'customer-support', 'market-research']",Building a secure mobile banking app for Android and iOS.,5.0,7
FL286,"['data-entry', 'lead-generation', 'bash']",Designing RESTful APIs and microservices for SaaS solutions.,2.8,12
FL287,"['solidworks', 'keras', 'go', 'localization']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,6
FL288,"['copywriting', 'speech-recognition', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.,4.6,13
FL289,"['video-editing', 'affiliate-marketing', 'crm-support', 'market-research']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,4
FL290,"['php', 'resume-writing', 'chatbot', 'financial-analysis', 'lead-generation', 'editing', 'photoshop']",Building a secure mobile banking app for Android and iOS.,3.8,5
FL291,"['translation', 'ui-ux', 'technical-writing', 'figma', 'payroll', 'bim']",Building a secure mobile banking app for Android and iOS.,4.1,15
FL292,"['keras', 'machine-learning', 'resume-writing', 'prompt-engineering']",Migrating legacy systems to AWS cloud infrastructure.,3.9,9
FL293,"['civil-engineering', 'php', 'autocad', 'crm', 'speech-recognition']",Implementing CI/CD pipelines for enterprise web applications.,3.8,11
FL294,"['bim', 'machine-learning', 'deep-learning', 'aws', 'localization', 'payroll', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.,4.8,12
FL295,"['docker', 'llm', 'rust', 'deep-learning', 'mechanical-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,11
FL296,"['quickbooks', 'pytorch', 'lead-generation', 'ruby', 'typescript', 'translation']",Building a secure mobile banking app for Android and iOS.,3.7,8
FL297,"['sql', 'crm-support', 'virtual-assistant', 'tensorflow']",Migrating legacy systems to AWS cloud infrastructure.,4.8,1
FL298,"['swift', 'bookkeeping', 'angular', 'html', 'flask', 'video-editing', 'data-annotation']",Implementing CI/CD pipelines for enterprise web applications.,4.4,3
FL299,"['python', 'blog-writing', 'linux', 'video-editing']",Implementing CI/CD pipelines for enterprise web applications.,4.8,15
FL300,"['deep-learning', 'chatbot', 'excel', 'css']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,7
FL301,"['bim', 'go', 'devops', 'logo-design', 'animation', 'content-marketing', 'etl']",Building a secure mobile banking app for Android and iOS.,3.6,1
FL302,"['prompt-engineering', 'grant-writing', 'calendar-management']",Developing a scalable e-commerce platform with integrated payment gateways.,3.8,10
FL303,"['email-marketing', 'excel', 'technical-writing', 'editing', 'content-marketing']",Migrating legacy systems to AWS cloud infrastructure.,4.7,14
FL304,"['spark', 'nosql', 'data-annotation', 'linux', '3d-rendering']",Implementing CI/CD pipelines for enterprise web applications.,4.6,8
FL305,"['java', 'ui-ux', 'llm', 'grant-writing']",Migrating legacy systems to AWS cloud infrastructure.,4.2,5
FL306,"['bookkeeping', '3d-modeling', 'storyboarding', 'creative-writing', 'chatbot', 'django', 'tax-preparation']",Developing a scalable e-commerce platform with integrated payment gateways.,4.3,5
FL307,"['lead-generation', 'chatbot', 'keras', 'python']",Building a secure mobile banking app for Android and iOS.,5.0,12
FL308,"['smm', 'cv', 'data-annotation', 'prompt-engineering']",Designing RESTful APIs and microservices for SaaS solutions.,3.8,0
FL309,"['quickbooks', 'adobe-xd', 'autocad', 'tensorflow', 'css']",Developing a scalable e-commerce platform with integrated payment gateways.,4.6,14
FL310,"['linux', '3d-modeling', 'solidworks', 'affiliate-marketing', 'civil-engineering']",Building a secure mobile banking app for Android and iOS.,4.1,3
FL311,"['branding', 'crm-support', 'swift', 'gcp', 'lead-generation']",Migrating legacy systems to AWS cloud infrastructure.,4.0,14
FL312,"['branding', 'logo-design', 'revit', 'blog-writing', 'market-research', 'translation', 'tax-preparation']",Migrating legacy systems to AWS cloud infrastructure.,5.0,7
FL313,"['node', 'editing', 'smm', 'civil-engineering', 'adobe-xd', 'react', 'grant-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.8,1
